id,label,left_id,left_title,left_manufacturer,left_price,right_id,right_title,right_manufacturer,right_price
94,0,592,adobe after effects cs3 upgrade,adobe,299.0,897,adobe contribute cs3 upgrade,,82.99
95,0,551,symc backup exec sbs aws 11d win sbs agent for windows systems,symantec,447.74,1757,10759328 symantec backup exec 11d for windows servers agent for db2 on windows servers -,,644.84
96,0,763,station access collection,sony-creative-software,29.99,3116,ultimate puzzle collection,,9.95
97,0,371,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,1514,microsoft windows vista home basic upgrade ( pc ),,99.99
98,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,2816,microsoft word 2007 upgrade ( pc ),,109.95
99,0,105,instant immersion spanish ( audio book ),topics entertainment,,3016,instant immers italian dlux 2 .,,36.11
100,0,1098,rollercoaster tycoon 3 ( mac ),aspyr media,49.99,1248,roller coaster tycoon 3 for pc,,29.99
101,0,1246,peachtree by sage complete accounting 2007,sage software,269.99,199,sage ( ptree ) premium accounting for manufacturing 2007 multi-user,,1180.37
102,0,918,recam remote monitoring software,mobi-technologies-inc .,129.0,2602,corel ulead dvd workshop 2 authoring software,,299.95
103,0,586,quickbooks premier professional services edition 2007,intuit,399.95,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
104,1,1011,logic pro 6 upgrade from logic platinum/gold 5 & 6,apple,199.99,807,apple software t9161ll/a logic platinum / gold 5 & 6 to logic pro 6 update,apple software,149.0
105,0,947,britannica deluxe,avanquest software,29.95,1685,britannica deluxe 2008,,26.5
106,0,369,tlc arthur 's kindergarten learning system 2008,encore,19.99,2089,encore software 13871 tlc reader rabbit 1st grade learning system 2008,,17.97
107,0,283,tonka town ( jewel case ),atari,9.99,3106,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59
108,0,1269,punch 5 in 1 home design,punch ! software,39.99,2926,punch software 41100 punch ! home design architectural series 18,punch software,118.99
109,0,412,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,950,adobe cs3 master collection upsell from cs1,,2054.99
110,0,741,illustrator cs3 13 mac ed 1u,adobe-education-box,199.0,2860,adobe illustrator cs3 ( mac ),,599.0
111,1,584,microsoft windows vista business full version [ dvd ],microsoft,299.95,2818,microsoft windows vista business ( pc ),,299.99
112,0,925,instant play guitar deluxe v2 .,topics entertainment,39.48,2804,instant immersion spanish deluxe 2.0 topics,,39.99
113,0,662,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,2513,microsoft r18-00908 windows server 2003 client access license 20-pack ( per user ),microsoft,688.99
114,0,1080,adventure workshop 4th-6th grade 7th edition,encore software,19.99,2011,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,,17.97
115,0,1345,jumpstart advanced preschool v2 .0,knowledge adventure,19.99,2757,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure,,19.99
116,1,378,aquarium 3-in-one collection ( win/mac ),encore software,19.99,2628,aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ),,19.95
117,0,924,hoyle casino ( 2007 ),encore,19.99,1118,hoyle ( r ) card games 2007,,19.99
118,0,649,mcafee total protection 2007 3 users,mcafee,99.99,69,mtp07emb3rua mcafee total protection 2007 complete package 3 users cd mini-box wi,,86.94
119,0,522,microsoft visio standard 2007,microsoft,259.95,2959,microsoft windows vista business full version,,249.95
120,0,26,adobe premiere pro cs3 upgrade,adobe,299.0,3019,premiere pro cs3 mac,,808.15
121,0,128,procurve vpn client software unlimited client licenses,hewlett packard,,1789,sr2116010 safenet softremote vpn client license 5 users win,,184.57
122,0,772,adobe illustrator cs3 [ mac ],adobe,599.0,151,adobe indesign cs3 for mac upgrade,,205.99
123,0,1272,punch ! home design architectural series 18,punch ! software,129.99,1032,punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc,,45.97
124,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,1183,web easy ( r ) professional 6,,49.99
125,0,858,microsoft onenote 2007 upgrade,microsoft,79.95,1159,microsoft ( r ) office 2004 for mac standard edition upgrade version,,234.95
126,0,412,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,426,adobe cs3 production premium upgrade,,822.99
127,0,333,adobe after effects 7.0 professional ( mac ),adobe,999.0,2524,adobe after effects cs3 professional software for windows effects software,,998.95
128,0,371,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,1162,microsoft ( r ) access 2007,,109.99
129,0,838,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,2209,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97
130,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,1033,punch software 84100 punch ! home design architectural series 4000 v. 10.0 architectural pc,,168.97
131,0,635,family tree maker version 16 essentials,encore,29.95,403,encore inc family tree maker 2008 platinum,,85.07
132,0,1055,high school advantage 2007,encore software,29.95,243,encore inc math advantage 2008,,33.89
133,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,2503,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95
134,0,593,adobe indesign cs3 upgrade [ mac ],adobe,199.0,371,adobe photoshop cs3 for mac upgrade,,189.99
135,1,955,turbocad mac 3d for mac,imsi,249.99,851,imsi design llc turbocad mac 3d,,204.67
136,0,512,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,2154,adobe after effects professional 7 software for windows effects software,,999.0
137,0,320,quicken 2007 premier,intuit,79.95,264,intuit inc quickbooks premier edition 2007 5 user,,1309.31
138,0,753,microsoft office & windows training professional,topics entertainment,49.95,2206,microsoft office 2004 software suite oem mac apple & mac software,,239.95
139,1,586,quickbooks premier professional services edition 2007,intuit,399.95,2530,intuit quickbooks premier professional services edition 2007 software win tax & finance software,,349.95
140,0,139,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,1763,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48
141,0,923,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,897,adobe contribute cs3 upgrade,,82.99
142,0,93,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,1512,microsoft w87-02380 office sbe 2007 win32,,400.34
143,0,393,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74
144,0,541,microsoft onenote 2007,microsoft,99.95,2837,microsoft money 2007 home and business ( pc ),,89.99
145,0,1246,peachtree by sage complete accounting 2007,sage software,269.99,1236,peachtree ( r ) complete iii for dos 5.0-10 .0 continuous checks,,144.59
146,0,613,math missions : the amazing arcade adventure grades 3-5,scholastic,19.99,3113,math missions : the race to spectacle city arcade ( grades k-2 ),,8.49
147,0,654,acrobat professional 8 ( windows ),adobe,273.0,367,adobe acrobat v8 .0 professional for mac upgrade,,145.99
148,0,1176,valuesoft tune transfer for ipod software for windows xp,valuesoft,29.95,2201,adobe captivate 2 software for windows presentation software,,598.95
149,0,326,math missions : the race to spectacle city arcade ( grades k-2 ),scholastic,29.95,3,math missions : the amazing arcade adventure ( grades 3-5 ),,12.95
150,0,571,microsoft visio standard 2007 version upgrade,microsoft,129.95,137,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74
151,0,362,national geographic photo gallery ( jewel case ),topics entertainment,9.99,3099,merriam-webster 's dictionary ( win/mac ) ( jewel case ) ( 10462 ),,9.59
152,0,3,peachtree by sage premium accounting for nonprofits 2007,sage software,599.99,1256,peachtree ( r ) compatible continuous forms-accounting for windows 8.0-2004 version,,199.99
153,1,660,usa/world extreme landscapes bundle,abacus,39.95,235,abacus usa/world extreme landscapes bundle,,38.43
154,0,1266,sony sound forge audio studio 8,sony-pictures-digital-entertainment,69.99,2614,sony creative software sound forge audio studio v. 8.0 complete product,,55.29
155,0,132,upgrade emc retrospect 7.5 multi server windows only,dantz,,1640,retrospect 7.5 prof win upg only pz24a0075,emc,54.68
156,0,804,digidesign music production toolkit ( pro tools le ),digidesign,495.0,2401,make songwriter software music production software,,37.95
157,0,1284,punch ! master landscape & home design,punch ! software,99.99,3026,punch software 90500 home design studio mac,punch software,135.99
158,0,606,microsoft office 2004 professional ( mac ),microsoft,499.99,3160,microsoft ( r ) windows ( r ) xp professional edition with sp2,,199.99
159,0,837,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,2606,adobe photoshop cs3 extended software full version for macintosh,,969.0
160,0,689,family tree maker version 16 collectors edition,encore software,,2932,encore software 10881 family tree maker version 16 standard sb cs by family tree maker,,42.97
161,0,44,instant immersion language lab deluxe edition,topics entertainment,,3022,instant immersion 33 languages,,47.36
162,0,78,emedia intermediate guitar method os x,emedia,59.99,288,emedia music corp emedia intermediate guitar method,,49.21
163,0,1111,apple final cut studio 2 ( mac ),apple,1299.0,127,ma888z/a final cut studio v. 2 version upgrade package 1 seat dvd mac,,460.7
164,0,1101,steinberg cubase studio 4,steinberg,499.99,2889,steinberg studio case 2 music production system educational discount music production software,,164.95
165,0,1105,punch ! master landscape & home design,punch ! software,59.99,2161,instant landscape design 3.0,,17.9
166,0,944,registry mechanic by encore software,encore software,46.52,1117,software,,736.95
167,0,986,cubase 4 competitive crossgrade,steinberg ( yamaha ),549.99,2130,steinberg wavelab studio 6 audio editing software competitive crossgrade music production software,,199.95
168,1,95,autocad 2007 courseware customizing the interface,autodesk psg,47.95,1630,autocad 2007 coursewarecustomizing the interface,,39.69
169,1,759,humorous greeting card factory,nova development,29.99,1949,nova development ghw humorous greeting card factory,nova development,29.99
170,0,1287,punch ! 5 in 1 home design,punch ! software,39.99,783,punch software 20100 punch ! 5 in 1 home design,punch software,35.99
171,0,322,adobe premiere pro 2.0,adobe,849.0,2308,adobe premiere pro cs3 video editing software for mac av production software,,798.95
172,0,146,microsoft mappoint 2006 standard edition,microsoft,299.0,2816,microsoft word 2007 upgrade ( pc ),,109.95
173,0,256,hallmark card studio 2005 deluxe,sierra home,49.99,1774,sierrahome hse hallmark card studio special edition win 98 me 2000 xp,sierrahome,19.26
174,0,274,instant immersion italian 2.0,topics entertainment,29.99,3021,instant immers spanish dlux 2,,36.11
175,1,1158,burning monkey solitaire 2005 edition,freeverse software,24.99,912,freeverse burning monkey solitaire 3d,,24.99
176,0,378,aquarium 3-in-one collection ( win/mac ),encore software,19.99,2993,fallout collection ( dvd-rom ),,24.49
177,0,348,microsoft office & windows training,topics entertainment,29.99,2165,microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95
178,0,1170,steinberg cubase 4 digital audio software,steinberg,999.99,1085,sony media software sound forge 9 digital audio production suite music production software,,299.95
179,0,737,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,955,adobe pagemaker 7.0 for mac version upgrade,,79.99
180,0,175,diskeeper 2007 professional single lic pack,diskeeper corporation,79.21,2833,microsoft office accounting professional 2007 ( pc ),,229.95
181,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,531,adobe cs3 web premium upgrade,,517.99
182,0,1264,punch ! professional home design suite,punch ! software,69.99,2426,punch software 14100 punch ! home design suite professional architectural 1 user ( s ) pc,,59.97
183,0,176,instant immersion japanese ( audio book ),topics entertainment,,3022,instant immersion 33 languages,,47.36
184,0,1244,peachtree by sage pro accounting 2007,sage software,169.99,1319,laser checks for peachtree ( r ) accounting for windows 8.0-2005,,106.29
185,0,1095,allume aquazone seven seas deluxe,allume,38.89,952,allume aquazone bass edition,smith-micro-software,19.99
186,0,1013,marine aquarium 2.0 ( pc & mac ),encore,29.99,3192,marine aquarium & goldfish aquarium,,19.99
187,1,262,hp sp linux we 50 lic/cd 3.0 c t3586a ),hewlett-packard - ( consumables ),,1122,sp linux we 50 lic/cd 3.0 c,hewlett-packard - ( consumables ),69216.95
188,1,348,microsoft office & windows training,topics entertainment,29.99,1585,microsoft office and windows training ( win 98 me nt 2000 xp ),,29.95
189,1,180,textbridge pro 11,nuance-communications-inc .,79.99,1542,scansoft textbridge pro v. 11,nuance-communications-inc .,68.99
190,0,382,adobe production studio premium,adobe,1699.0,2112,adobe production premium cs3 software suite for windows professional editing software,,1698.95
191,0,572,adobe dreamweaver cs3 upgrade,adobe,199.0,485,adobe illustrator cs3 upgrade from freehand for mac,,206.99
192,0,597,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,3161,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,859.96
193,0,497,microsoft data analyzer 2002,microsoft,179.0,915,microsoft office 2004 std upgrade,,219.99
194,0,157,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,744,prw photo explosion deluxe v. 3.0 complete package 1 user cd win,,47.6
195,0,250,adobe after effects professional 7.0,adobe,999.0,362,adobe acrobat v8 .0 professional for mac academic,adobe-education-box,159.99
196,0,1290,punch ! home design architectural series 4000 v10,punch ! software,199.99,1048,punch software 42100 punch ! home design architectural series 18 complete product architectural 1 user ( s ) complete product standard english pc,,108.97
197,0,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,2291,apple/emagic logic pro 7.2 software music production software,,999.0
198,0,731,instant immersion italian platinum,topics entertainment,129.99,1475,instant immersion japanese ( audio book ) ( audio book ),,19.95
199,0,917,elementary advantage 2008,encore software,,2290,encore software 12361 encore elementary advantage 2008 training/wbt pc,,33.97
200,0,652,quickverse mac bible study 2007 white box,findex,59.95,499,findex.com inc quickverse mac bible study 2007 gold box,,215.42
201,0,827,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,2471,adobe soundbooth cs3 audio editing software windows music production software,,198.95
202,0,965,pinnacle mobile media organizer,pinnacle,49.99,2759,pinnacle mobile media converter software for windows ipod software,,29.95
203,1,876,adobe soundbooth cs3 [ mac ],adobe,199.0,2473,adobe soundbooth cs3 audio editing software mac music production software,,198.95
204,0,1145,microsoft office 2004 standard ( mac ),microsoft,399.99,2877,microsoft office outlook 2007,,109.95
205,0,516,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,369,adobe cs3 design premium upsell,,1639.99
206,0,223,symantec client security 3.1 with groupware protection business pack 50 user,symantec,3732.0,82,10517940 symantec client security with groupware protection business pack v. 3.1 -,,3323.92
207,0,79,ca internet security suite 2007 3 user,computer associates,69.95,3063,quickbooks pro 2007 3 user,intuit,398.99
208,0,517,adobe photoshop cs3 [ mac ],adobe,649.0,1180,adobe ( r ) photoshop ( r ) 7.0 upgrade for pc,,679.99
209,0,781,microsoft excel 2004 ( mac ),microsoft,229.99,1207,microsoft ( r ) works suite 2006,,99.99
210,0,348,microsoft office & windows training,topics entertainment,29.99,1643,microsoft windows vista business 32-bit oem,,149.99
211,0,823,microsoft word 2004 upgrade ( mac ),microsoft,109.99,2257,microsoft excel 2004 spreadsheet software mac apple & mac software,,228.95
212,0,1289,business card factory deluxe 3.0,nova development,29.99,983,nova greeting card factory for mac,,41.99
213,0,734,middle school success essentials,topics entertainment,29.99,2862,middle school success deluxe 2008 ( pc/mac ) topics,,49.99
214,0,1293,systemsuite 8 professional,individual software,49.99,312,sibelius sibelius photoscore professional 4,,145.7
215,0,114,quickbooks pos : pro multistore 6.0,intuit inc.,1399.95,1367,quickbooks ( r ),,103.99
216,0,937,symc backup exec sbs std 11d win small business server standard,symantec,811.21,1708,10759333 symantec backup exec 11d for windows servers central admin server option compl,,1219.72
217,0,531,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,1773,f89-00346 microsoft internet security and acceleration server enterprise edition license,,537.72
218,0,1279,palo alto business plan pro premier 2007,palo-alto-software,199.0,3134,quicken ( r ) premier 2007,,79.99
219,1,40,the print shop 22 deluxe,encore,49.99,2050,the printshop v22 deluxe,,29.9
220,0,781,microsoft excel 2004 ( mac ),microsoft,229.99,2600,microsoft word 2004 upgrade for mac os x apple & mac software,,108.95
221,0,1185,3d home architect landscape design deluxe version 9,encore,29.99,313,encore inc 3d home architect home design deluxe version 9,,25.49
222,0,859,onone software intellihance pro 4.1,onone software,,554,onone software plug-in suite full,,393.68
